Operation #,Agency Number,Operation/Caregiver Name,Address,City,State,Zip,County,Phone,Type,Status,Issue Date,Capacity,Email Address,Facility ID,Monitoring Frequency,Infant,Toddler,Preschool,School
"310644","","Charmcare Child Development","5404 COCKRELL CIR ","THE COLONY","TX","75056","DENTON",972-625-6856,"Licensed Child-Care Home","Full Permit",7/27/1989,12,"charmcare@sbcglobal.net","114407","","Y","Y","Y","Y"
"857398","","Children First Academy","1208 EL PRESIDENTE AVE ","SAN JUAN","TX","78589","HIDALGO",956-702-6919,"Licensed Child-Care Home","Full Permit",10/3/2006,12,"kids_mdsm@yahoo.com","289416","","Y","Y","Y","Y"
"871882","","Children of Destiny Daycare Learning Center","10945 NORTHVIEW DR ","EL PASO","TX","79934","EL PASO",915-433-3679,"Licensed Child-Care Home","Full Permit",10/10/2007,12,"","314483","","Y","Y","Y","Y"
"1201426","","Children of Tomorrow Day Care","11609 JAMES GRANT DR ","EL PASO","TX","79936","EL PASO",915-887-7155,"Licensed Child-Care Home","Full Permit",2/25/2011,10,"","729368","","Y","Y","Y","Y"
"1621778","","Children's Palace Learning Academy","1503 WILLOW OAK DR ","LONGVIEW","TX","75601","GREGG",903-234-1303,"Licensed Child-Care Home","Full Permit",9/29/2016,12,"","1239800","","Y","Y","Y","Y"
"1553343","","Children's Play and Learn","822 ORIAN DR ","MESQUITE","TX","75181","DALLAS",469-779-9255,"Licensed Child-Care Home","Full Permit",4/14/2015,12,"","1163107","","Y","Y","Y","Y"
"1528227","","Children's Play and Learn Preschool and Child Care","3311 BOB O LINK LN ","DENTON","TX","76209","DENTON",940-206-7557,"Licensed Child-Care Home","Full Permit",6/5/2014,12,"","1128750","","N","Y","Y","Y"
"1026547","","Children's World","8506 FOREST LOOP ","LAREDO","TX","78045","WEBB",956-726-0068,"Licensed Child-Care Home","Full Permit",2/1/2010,12,"childrensworld43@yahoo.com","513749","","Y","Y","Y","Y"
"1521950","","Childrens Express Learning Center","2947 50TH ST ","DALLAS","TX","75216","DALLAS",214-440-7013,"Licensed Child-Care Home","Full Permit",1/7/2014,12,"celcgreen@gmail.com","1120089","","Y","Y","Y","Y"
"815314","","Christie's Little Angels Day Care","1510 OAKS PL ","EDINBURG","TX","78539","HIDALGO",956-289-1820,"Licensed Child-Care Home","Full Permit",10/16/2002,12,"crod215@aol.com","202319","","Y","Y","Y","Y"
"1406746","","Christys  Angels","11368 QUAIL RUN ST ","DALLAS","TX","75238","DALLAS",469-810-3939,"Licensed Child-Care Home","Full Permit",8/8/2012,12,"","977308","","Y","Y","Y","Y"
"841499","","Chubby's Little One's","4001 Zuley  2 3/4 N. Inspiration","Mission","TX","78572","HIDALGO",956-424-0240,"Licensed Child-Care Home","Full Permit",3/4/2005,12,"cifuentes4001@gmail.com","255652","","Y","Y","Y","Y"
"855821","","Chubbys Child Care Center","719 DEAN ST ","BRYAN","TX","77803","BRAZOS",979-779-4782,"Licensed Child-Care Home","Full Permit",6/7/2006,12,"chubbyschildcare@yahoo.com","286344","","Y","Y","Y","Y"
"515587","","Cindy Bowdens Daycare","704 S SOUTHLAND AVE ","ELECTRA","TX","76360","WICHITA",940-495-2852,"Licensed Child-Care Home","Full Permit",12/15/1995,12,"","141273","","Y","Y","Y","Y"
"1631017","","Cindy Webb","4209 4TH ST ","BROWNWOOD","TX","76801","BROWN",325-217-2281,"Licensed Child-Care Home","Initial",8/18/2016,12,"cindygwebb@gmail.com","1251497","","N","Y","Y","Y"
"897009","","Cindy's Luv 'N' Learn","4622 103RD ST ","LUBBOCK","TX","79424","LUBBOCK",806-787-5687,"Licensed Child-Care Home","Full Permit",7/10/2008,12,"","356791","","N","Y","Y","Y"
"1280186","","City Place Montessori School","4005 ROSELAND AVE ","DALLAS","TX","75204","DALLAS",214-329-6867,"Licensed Child-Care Home","Full Permit",10/6/2011,12,"mickiespinosa@yahoo.com","823529","","Y","Y","Y","Y"
"863372","","Clarks Creative Learning Center","1602 E FRANKFORD RD APT 2605","CARROLLTON","TX","75007","DENTON",972-446-7919,"Licensed Child-Care Home","Full Permit",2/22/2007,12,"","300527","","Y","Y","Y","Y"
"1540462","","Claudia Estrada","3211 QUARRY PLACE LN ","KATY","TX","77493","HARRIS",832-605-5747,"Licensed Child-Care Home","Full Permit",3/4/2015,12,"","1146289","","Y","Y","Y","Y"
"1302768","","Colleen Hellman","722 COUNTY ROAD 409 ","GAINESVILLE","TX","76240","COOKE",940-665-1741,"Licensed Child-Care Home","Full Permit",9/29/2011,12,"hellmanclan@sbcglobal.net","851992","","Y","Y","Y","Y"
"1609078","","Comfort Zone Christian Academy","1402 BOSHER DR ","CEDAR HILL","TX","75104","DALLAS",469-658-9462,"Licensed Child-Care Home","Full Permit",12/16/2015,12,"Shernisia_Lewis@yahoo.com","1224706","","Y","Y","Y","Y"
"420368","","Connies Group Day Home","1221 HARDING ST ","WICHITA FALLS","TX","76301","WICHITA",940-322-1937,"Licensed Child-Care Home","Full Permit",10/13/1993,12,"","130328","","Y","Y","Y","Y"
"820117","","Convenient Child Care Center","1101 MICHIGAN ","ALAMO","TX","78516","HIDALGO",956-781-3861,"Licensed Child-Care Home","Full Permit",8/12/2002,12,"","211456","","Y","Y","Y","Y"
"410912","","Cookie Monsters Day Care","2136 ROBERT WYNN ST ","EL PASO","TX","79936","EL PASO",915-598-2411,"Licensed Child-Care Home","Full Permit",5/19/1992,12,"","122711","","Y","Y","Y","Y"
"1631003","","Cool Kids Daycare","12961 TIERRA SALAS ","EL PASO","TX","79938","EL PASO",915-228-9930,"Licensed Child-Care Home","Full Permit",1/11/2017,12,"","1251466","","Y","Y","Y","Y"
"501528","","Coras Day Care","9553 VERBENA DR ","EL PASO","TX","79924","EL PASO",915-757-0248,"Licensed Child-Care Home","Full Permit",12/15/1993,12,"","131381","","Y","Y","Y","Y"
"826007","","Corner Day Care","1824 NORA DR ","EDINBURG","TX","78539","HIDALGO",956-381-8588,"Licensed Child-Care Home","Full Permit",8/7/2003,12,"garza.juliana@ymail.com","222348","","Y","Y","Y","Y"
"196660","","Country Child Care","7520 FRANKLIN RD ","MOODY","TX","76557","MCLENNAN",254-853-3292,"Licensed Child-Care Home","Full Permit",6/4/1987,12,"MissValNKids@yahoo.com","100156","","Y","Y","Y","Y"
"818328","","Country Child Care #2","7520 FRANKLIN RD ","MOODY","TX","76557","MCLENNAN",254-853-9121,"Licensed Child-Care Home","Full Permit",12/9/2002,12,"Missvalnkids@yahoo.com","208029","","N","N","Y","Y"
"520804","","Country Kids GDH","608 CENTENNIAL DR ","EL PASO","TX","79912","EL PASO",915-584-5108,"Licensed Child-Care Home","Full Permit",12/10/1996,12,"jenbac00@hotmail.com","145164","","Y","Y","Y","Y"
"1512467","","Covenant Kids Learning Center","814 REMWICK DR ","HOUSTON","TX","77073","HARRIS",832-704-6390,"Licensed Child-Care Home","Full Permit",9/12/2013,6,"","1108460","","N","Y","Y","Y"
"1628547","","Crayons and Kids Daycare","14514 PALOS PARK DR ","CYPRESS","TX","77429","HARRIS",281-758-2420,"Licensed Child-Care Home","Full Permit",12/27/2016,12,"","1248233","","Y","Y","Y","Y"
"1531720","","Creation Of Life","5522 SULFUR SPRING DR ","KILLEEN","TX","76542","BELL",254-681-2123,"Licensed Child-Care Home","Full Permit",9/8/2014,12,"joyannharry33@gmail.com","1133363","","Y","Y","Y","Y"
"1507165","","Creative Kids Academy","5005 BLACKELM DR ","MCKINNEY","TX","75071","COLLIN",469-422-7269,"Licensed Child-Care Home","Full Permit",7/10/2013,12,"writepeggyd@gmail.com","1102148","","N","Y","Y","Y"
"867250","","Creative Kids Learning Center","127 SUNFLOWER ST ","LAKE JACKSON","TX","77566","BRAZORIA",979-292-0933,"Licensed Child-Care Home","Full Permit",6/15/2007,12,"jvalencia6043@gmail.com","307563","","Y","Y","Y","Y"
"1608996","","Crescent City Academy","2604 LUCAS DR ","FORT WORTH","TX","76119","TARRANT",817-446-1760,"Licensed Child-Care Home","Full Permit",6/30/2016,11,"ttw_25@yahoo.com","1224638","","Y","Y","Y","Y"
"858173","","Cuddle Bunnies","3303 BOBOLINK ST ","VICTORIA","TX","77901","VICTORIA",361-575-0669,"Licensed Child-Care Home","Full Permit",10/17/2006,12,"porrasvickie@yahoo.com","290828","","Y","Y","Y","Y"
"1548271","","Cuddly Care Daycare","2113 CABOT CIR ","BRYAN","TX","77803","BRAZOS",504-473-6587,"Licensed Child-Care Home","Full Permit",9/25/2015,12,"msberringer9368@gmail.com","1156583","","Y","Y","Y","Y"
"1356606","","Cutting Edge Daycare","212 SE 5TH ST ","PLAINVIEW","TX","79072","HALE",806-429-5054,"Licensed Child-Care Home","Full Permit",12/8/2011,12,"","919288","","Y","Y","Y","Y"
"819715","","Cynthia's Day Care","143 PRADA MACHIN DR ","LAREDO","TX","78046","WEBB",956-718-0048,"Licensed Child-Care Home","Full Permit",1/30/2003,12,"cynthias123daycare@yahoo.com","210707","","Y","Y","Y","Y"
"1559320","","D'Unique Licensed Child Care Home","9650 RICHMOND AVE ","HOUSTON","TX","77063","HARRIS",713-485-5264,"Licensed Child-Care Home","Full Permit",1/12/2015,12,"","1171125","","Y","Y","Y","Y"
"1580160","","Daisy's Fun House","711 BROWNSTONE ST ","EULESS","TX","76039","TARRANT",817-504-9597,"Licensed Child-Care Home","Full Permit",9/25/2015,12,"","1193884","","Y","Y","Y","Y"
"1489367","","Dancin Dolphins Daycare","2123 E 30TH ST ","LUBBOCK","TX","79404","LUBBOCK",806-744-8613,"Licensed Child-Care Home","Full Permit",1/25/2013,12,"","1080490","","Y","Y","Y","Y"
"1253326","","Darlene Hill DBA Dar Dar's Kinderkare","1201 N LIVE OAK ST ","BRECKENRIDGE","TX","76424","STEPHENS",254-559-2011,"Licensed Child-Care Home","Full Permit",12/6/2010,12,"","791029","","Y","Y","Y","Y"
"530693","","De's Tiny Tots Day Care","2817 SALERNO DR ","DALLAS","TX","75224","DALLAS",214-942-5026,"Licensed Child-Care Home","Full Permit",11/5/1997,12,"","151091","","Y","Y","Y","Y"
"1468326","","DeAnnes Home Daycare","51 TIMBER BROOK CIR ","DENISON","TX","75021","GRAYSON",903-463-5508,"Licensed Child-Care Home","Full Permit",1/31/2013,12,"DeanneAynes@ymail.com","1053308","","Y","Y","Y","Y"
"513664","","Deborah Jones","7707 LOS ALAMITOS DR ","DALLAS","TX","75232","DALLAS",972-707-0628,"Licensed Child-Care Home","Full Permit",8/23/1995,12,"","139866","","Y","Y","Y","Y"
"542537","","Debra Johnson's Group Day Care Home","10302 GREEN VALLEY LN ","HOUSTON","TX","77064","HARRIS",281-890-0860,"Licensed Child-Care Home","Full Permit",9/29/1999,12,"","160383","","Y","Y","Y","Y"
"884026","","Debra's Home Daycare","1013 N LIVE OAK ST ","CARTHAGE","TX","75633","PANOLA",903-694-2937,"Licensed Child-Care Home","Full Permit",5/23/2008,12,"Debshar35@aol.com","334355","","Y","Y","Y","Y"
"1380126","","Dedo's Day Care","2837 TEXAS HIGHWAY 127 ","SABINAL","TX","78881","UVALDE",830-988-2085,"Licensed Child-Care Home","Full Permit",6/8/2012,12,"","946428","","Y","Y","Y","Y"
"535198","","Dee Dee's Playschool","625 27TH ST NW ","PARIS","TX","75460","LAMAR",903-783-0458,"Licensed Child-Care Home","Full Permit",11/2/1998,12,"deekincaid@suddenlink.net","154595","","Y","Y","Y","Y"
"1589237","","Dee's Place Childcare","1858 SHELMAN TRL ","FORT WORTH","TX","76112","TARRANT",682-221-9373,"Licensed Child-Care Home","Full Permit",4/26/2016,12,"darlynciasmiley@gmail.com","1203959","","Y","Y","Y","Y"
"833200","","DeeDees Daycare","1003 AMARILLO ST ","WELLINGTON","TX","79095","COLLINGSWORTH",806-447-2736,"Licensed Child-Care Home","Full Permit",1/8/2004,12,"","236993","","Y","Y","Y","Y"
"1520147","","Dees Day Care","105 BELAIRE CIR ","ROUND ROCK","TX","78664","WILLIAMSON",512-579-0129,"Licensed Child-Care Home","Full Permit",1/7/2014,12,"","1117386","","Y","Y","Y","N"
"515437","","Denia Recreation Center","1001 PARVIN ST ","DENTON","TX","76205","DENTON",940-349-8285,"Licensed Child-Care Home","Full Permit",12/20/1995,12,"robbie.johnson@cityofdenton.com","141166","","N","Y","Y","N"
"1019266","","Devanhi's Day Care","3602 N 29TH LN ","MCALLEN","TX","78501","HIDALGO",956-681-5891,"Licensed Child-Care Home","Full Permit",2/5/2010,12,"","505469","","Y","Y","Y","Y"
"554826","","Dianas Day Care","10841 STACI LN ","EL PASO","TX","79927","EL PASO",915-858-4830,"Licensed Child-Care Home","Full Permit",5/24/2001,12,"DORA.AGUERO@aol.com","169910","","Y","Y","Y","Y"
"1525023","","Diane Lopez DBA Diane's Day Care","724 S TEXAS ST ","DE LEON","TX","76444","COMANCHE",254-893-2213,"Licensed Child-Care Home","Full Permit",9/30/2013,12,"","1124312","","Y","Y","Y","Y"
"861327","","Diapers to Denim","3500 8TH ST ","PORT ARTHUR","TX","77642","JEFFERSON",409-985-8684,"Licensed Child-Care Home","Full Permit",12/6/2006,12,"melaniemanuel@sbcglobal.net","296746","","Y","Y","Y","Y"
"1400391","","Donna Reeds Childcare","106 W 7TH ST ","LINDSAY","TX","76250","COOKE",940-665-0940,"Licensed Child-Care Home","Full Permit",7/5/2012,12,"dareed@ntin.net","969853","","Y","Y","Y","Y"
"1032006","","Donna's Darlin's Day Care","6501 BRILEY DR ","NORTH RICHLAND HILLS","TX","76180","TARRANT",817-498-2675,"Licensed Child-Care Home","Full Permit",2/3/2010,12,"","519768","","Y","Y","Y","Y"
"1385806","","Donna's Day Care","9106 SPELLMAN RD ","HOUSTON","TX","77031","HARRIS",713-776-9661,"Licensed Child-Care Home","Full Permit",7/3/2012,12,"donna-townsend@sbcglobal.net","953208","","Y","Y","Y","Y"
"223106","","Dorothy Cantrell","1115 W 7TH ST ","TAYLOR","TX","76574","WILLIAMSON",512-352-7010,"Licensed Child-Care Home","Full Permit",5/15/1987,12,"","102890","","Y","Y","Y","Y"
"871454","","Early Bird Childrens Care","505 26TH ST SE ","PARIS","TX","75460","LAMAR",903-732-6177,"Licensed Child-Care Home","Full Permit",3/21/2007,12,"kwbusy@aol.com","313860","","Y","Y","Y","Y"
"1541134","","Early Learning Cottage","996 HOLLYHOCK LN ","NEW BRAUNFELS","TX","78130","COMAL",832-651-8834,"Licensed Child-Care Home","Full Permit",7/3/2014,10,"leighedu@satx.rr.com","1147302","","N","N","Y","Y"
"1596097","","Earth Angels Home Child Care","4499 MAGNOLIA ST ","BEAUMONT","TX","77703","JEFFERSON",409-898-0934,"Licensed Child-Care Home","Full Permit",5/30/2016,12,"patsy1959miller@yahoo.com","1211879","","Y","Y","Y","Y"
"503676","","Edies House","4321 PRINCETON AVE ","MIDLAND","TX","79703","MIDLAND",432-697-7608,"Licensed Child-Care Home","Full Permit",5/4/1994,12,"","132843","","N","Y","Y","Y"
"532153","","Ella Bond","4230 EISENHAUER RD ","SAN ANTONIO","TX","78218","BEXAR",210-547-0548,"Licensed Child-Care Home","Full Permit",4/27/1998,12,"ellabond59@yahoo.com","152255","","Y","Y","Y","Y"
"1528675","","Elma's Daycare","1021 S 2ND ST ","HARLINGEN","TX","78550","CAMERON",956-365-4730,"Licensed Child-Care Home","Full Permit",4/23/2014,11,"","1129371","","Y","Y","Y","Y"
"1622401","","Emma A Garcia","1217 E TEXAS AVE ","SAN JUAN","TX","78589","HIDALGO",956-460-9309,"Licensed Child-Care Home","Full Permit",10/19/2016,12,"","1240389","","Y","Y","Y","Y"
"533095","","Eulas Day Care","2915 PARKWAY DR ","LUBBOCK","TX","79403","LUBBOCK",806-762-4836,"Licensed Child-Care Home","Full Permit",4/22/1998,12,"","152993","","Y","Y","Y","Y"
"1339046","","Eva's Day Care","17529 COLLEGE PORT DR ","LAREDO","TX","78045","WEBB",956-726-9267,"Licensed Child-Care Home","Full Permit",4/4/2012,12,"evatetomartinez_3@hotmail.com","898088","","Y","Y","Y","Y"
"1541679","","Eva's Licensed Childcare Home","2412 WHITE DR ","BAY CITY","TX","77414","MATAGORDA",979-240-3680,"Licensed Child-Care Home","Full Permit",10/28/2014,12,"lopezbycty@att.net","1148162","","Y","Y","Y","Y"
"1598777","","EXPLORING MINDS LEARNING CENTER","20938 YOUNG MEADOWS WAY ","KATY","TX","77449","HARRIS",713-492-3571,"Licensed Child-Care Home","Full Permit",5/6/2016,12,"","1214442","","Y","Y","Y","Y"
"862593","","Explosive Minds Learning Center and Childcare","807 CAVEHILL CT ","HOUSTON","TX","77047","HARRIS",281-541-6442,"Licensed Child-Care Home","Full Permit",12/11/2006,12,"","299008","","Y","Y","Y","Y"
"1169826","","Eyvonne Gallegos","501 KENDRICK AVE ","DALHART","TX","79022","DALLAM",806-244-8139,"Licensed Child-Care Home","Full Permit",2/3/2011,12,"","691168","","Y","Y","Y","Y"
"1515210","","Faith's First Steps Home Daycare","402 VIOLA DR ","KILLEEN","TX","76542","BELL",254-432-2806,"Licensed Child-Care Home","Full Permit",12/17/2013,12,"","1111768","","Y","Y","Y","Y"
"1526264","","Family Care Home Day Care","3509 MEADWAY DR ","HOUSTON","TX","77082","HARRIS",832-486-9055,"Licensed Child-Care Home","Full Permit",10/17/2013,12,"","1125913","","Y","Y","Y","Y"
"830930","","Family Christian Learning Center","9279 PALISADE DR ","DALLAS","TX","75217","DALLAS",214-586-3588,"Licensed Child-Care Home","Full Permit",4/2/2004,12,"bernadinepowell@yahoo.com","232304","","Y","Y","Y","Y"
"520302","","Farmers Playday","1012 BURNING TREE PKWY ","DENTON","TX","76209","DENTON",940-382-3627,"Licensed Child-Care Home","Full Permit",11/5/1999,12,"","144781","","Y","Y","Y","Y"
"823957","","Felicias Home Day Care","12533 SUN EMPRESS DR ","EL PASO","TX","79938","EL PASO",915-857-4806,"Licensed Child-Care Home","Full Permit",12/16/2002,12,"","218368","","Y","Y","Y","Y"
"1447447","","First Step Prep","7703 CHASECREEK DR ","MISSOURI CITY","TX","77489","FORT BEND",281-438-0039,"Licensed Child-Care Home","Full Permit",11/15/2012,12,"classicjewel13@gmail.com","1026853","","Y","Y","Y","Y"
"1546422","","Floralba's Daycare Home","4101 LARK TRL ","TEMPLE","TX","76502","BELL",254-773-5511,"Licensed Child-Care Home","Full Permit",2/27/2015,12,"fnarvaez@hot.rr.com","1154549","","Y","Y","Y","Y"
"1026906","","Forest Angels Child Day Care","7703 FOREST ARBOR ","LIVE OAK","TX","78233","BEXAR",210-590-3817,"Licensed Child-Care Home","Full Permit",8/31/2009,12,"maqui.516@aol.com","514228","","Y","Y","Y","Y"
"1381506","","Four Hearts Learning Center","701 FOREST DR ","BELTON","TX","76513","BELL",254-939-7076,"Licensed Child-Care Home","Full Permit",6/20/2012,12,"","948208","","Y","Y","Y","Y"
"1480427","","Friend's Daycare","3608 DOMINICAN ST ","EL PASO","TX","79936","EL PASO",915-832-1217,"Licensed Child-Care Home","Full Permit",1/22/2013,12,"","1069210","","Y","Y","Y","Y"
"828933","","Friendly Dragon CDC","3452 DRAGON CREST DR ","EL PASO","TX","79936","EL PASO",915-856-8327,"Licensed Child-Care Home","Full Permit",12/22/2003,12,"","228079","","Y","Y","Y","Y"
"1541943","","Friends Like Me","19511 PLANTATION COVE LN ","KATY","TX","77449","HARRIS",281-463-6336,"Licensed Child-Care Home","Full Permit",2/3/2015,12,"","1148605","","Y","Y","Y","Y"
"920509","","Frisco Home Child Care","8275 DAVIS DR ","FRISCO","TX","75034","DENTON",214-562-1153,"Licensed Child-Care Home","Full Permit",6/15/2009,12,"babylandchildcare@hotmail.com","384142","","Y","Y","Y","Y"
"884679","","Froot Loops","67 PR 42495 ","PARIS","TX","75462","LAMAR",903-784-2039,"Licensed Child-Care Home","Full Permit",12/6/2007,12,"carlamaxwell2003@yahoo.com","335768","","Y","Y","Y","Y"
"813018","","Fun and Funny Day Care","1318 HOWZE ST ","EL PASO","TX","79903","EL PASO",915-881-4205,"Licensed Child-Care Home","Full Permit",6/3/2002,12,"","197983","","Y","Y","Y","Y"
"1526103","","Fundamentals Enrichment Academy","2147 HUNT CLUB TRL ","FRISCO","TX","75033","DENTON",972-302-6902,"Licensed Child-Care Home","Full Permit",11/25/2013,12,"","1125614","","Y","Y","Y","Y"
"1599341","","Gail Brown","3022 KINKAID DR ","DALLAS","TX","75220","DALLAS",214-796-8201,"Licensed Child-Care Home","Full Permit",3/28/2016,12,"gaillanell@sbcglobal.net","1214986","","Y","Y","Y","Y"
"1305426","","Gale Day School and Day Care","4709 AURBURN AVE ","MCALLEN","TX","78504","HIDALGO",956-467-6172,"Licensed Child-Care Home","Full Permit",4/22/2011,12,"juan.alvarez@psjaisd.us","855588","","Y","Y","Y","Y"
"849827","","Galveston Kiddie College","1516 AVENUE K ","GALVESTON","TX","77550","GALVESTON",409-765-6554,"Licensed Child-Care Home","Full Permit",12/8/2005,12,"","273581","","Y","Y","Y","Y"
"547489","","Garlock Daycare","4708 GV UNDERWOOD ","EL PASO","TX","79924","EL PASO",915-755-3735,"Licensed Child-Care Home","Full Permit",5/17/2000,12,"","164156","","Y","Y","Y","Y"
"1531710","","Gaudix Day Care","4407 LORI DR ","KILLEEN","TX","76549","BELL",254-554-8380,"Licensed Child-Care Home","Full Permit",9/2/2014,12,"","1133330","","Y","Y","Y","Y"
"1133306","","Gayle Benjamin Childcare","3010 DALVIEW ST ","HOUSTON","TX","77091","HARRIS",713-957-4230,"Licensed Child-Care Home","Full Permit",11/5/2010,12,"Joshuab4904@sbcglobal.net","644388","","Y","Y","Y","Y"
"1568791","","GEMS Ark Creating Transformations","6802 D S BAILEY LN ","HOUSTON","TX","77091","HARRIS",832-665-8410,"Licensed Child-Care Home","Full Permit",12/10/2015,12,"mygems68@gmail.com","1182273","","Y","Y","Y","Y"
"1578802","","Gigas Daycare","2123 ROCKWOOD DR ","CARROLLTON","TX","75007","DENTON",469-834-9924,"Licensed Child-Care Home","Full Permit",1/4/2016,12,"gigadaycare@gmail.com","1192642","","Y","Y","Y","Y"
"1533401","","Giggles With Gayla","103 ARTHUR DR ","KENNEDALE","TX","76060","TARRANT",817-483-4564,"Licensed Child-Care Home","Full Permit",8/27/2014,12,"","1135821","","Y","Y","Y","Y"
"1016449","","Ginger Shaw","136 BURKETT LN ","RED OAK","TX","75154","ELLIS",972-617-9990,"Licensed Child-Care Home","Full Permit",4/13/2010,12,"","502090","","Y","Y","Y","Y"
"829687","","Gloria's Little Rascals","21104 THOMPSON RD ","SANTA ROSA","TX","78593","CAMERON",956-636-9091,"Licensed Child-Care Home","Full Permit",1/9/2004,12,"","229715","","Y","Y","Y","Y"
"1511823","","God's Anointed "little" Angels","1714 ASHMORE CT ","MISSOURI CITY","TX","77489","FORT BEND",832-744-1552,"Licensed Child-Care Home","Full Permit",9/27/2013,12,"","1107640","","Y","Y","Y","Y"
"1431546","","Gods Young Ministry (G.Y.M) Childcare","419 JORDAN LN ","ARLINGTON","TX","76012","TARRANT",817-274-0364,"Licensed Child-Care Home","Full Permit",10/2/2012,12,"","1006828","","Y","Y","Y","Y"
"818610","","Gonzalez Home Day Care","3416 KILLEEN PL ","EL PASO","TX","79936","EL PASO",915-590-7144,"Licensed Child-Care Home","Full Permit",1/6/2003,12,"GonzalezHomeDaycare@hotmail.com","208613","","Y","Y","Y","Y"
"993946","","Gotitas De Amor","6023 DE MOSS DR ","HOUSTON","TX","77081","HARRIS",832-582-5625,"Licensed Child-Care Home","Full Permit",12/22/2009,12,"","475350","","Y","Y","Y","Y"
"821704","","Grace Angel Academy Day Care","1603 CHURCH ST ","BRENHAM","TX","77833","WASHINGTON",979-830-7224,"Licensed Child-Care Home","Full Permit",5/30/2003,12,"resa0514@yahoo.com","214285","","Y","Y","Y","Y"
"514930","","Gracie Edwards","3425 GRADY ST ","FOREST HILL","TX","76119","TARRANT",817-531-3290,"Licensed Child-Care Home","Full Permit",4/24/1996,12,"","140793","","Y","Y","Y","Y"
"1612196","","Gracie's Daycare","1705 BING CROSBY DR ","EL PASO","TX","79936","EL PASO",915-857-2890,"Licensed Child-Care Home","Full Permit",6/6/2016,12,"","1228098","","Y","Y","Y","Y"
"534741","","Gracie's Luv & Care Group Home","1312 E SAINT JUDE AVE ","ALTON","TX","78573","HIDALGO",956-310-3989,"Licensed Child-Care Home","Full Permit",3/31/1999,8,"graciesluvandcare@yahoo.com","154249","","Y","Y","Y","Y"
"1552981","","Grandma Hands","2505 ANGELA FAYE WAY ","CONROE","TX","77304","MONTGOMERY",281-658-1666,"Licensed Child-Care Home","Full Permit",11/4/2015,12,"","1162555","","Y","Y","Y","Y"
"1512750","","Grandma Honeys Childcare","13021 DESSAU RD APT 162","AUSTIN","TX","78754","TRAVIS",512-585-9977,"Licensed Child-Care Home","Full Permit",4/3/2013,12,"colleenbrock2@yahoo.com","1108760","","Y","Y","Y","Y"
"1531647","","Grandma's Childcare","4406 BOX CANYON DR ","TEMPLE","TX","76502","BELL",254-295-6112,"Licensed Child-Care Home","Full Permit",9/2/2014,12,"jaschakri@yahoo.com","1133254","","Y","Y","Y","Y"
"1394186","","Grandmaws House For Little Angels","1103 WHISPERING PINE DR ","MISSOURI CITY","TX","77489","FORT BEND",281-416-1244,"Licensed Child-Care Home","Full Permit",1/9/2012,12,"","962768","","Y","Y","Y","Y"
"549598","","Granny Grandmas","7280 MIMOSA AVE ","EL PASO","TX","79915","EL PASO",915-694-8691,"Licensed Child-Care Home","Full Permit",10/31/2000,12,"GGDC_1031@yahoo.com","165739","","Y","Y","Y","Y"
"853900","","Guzman Group Day Care Home","195 VALERO DR ","SAN MARCOS","TX","78666","HAYS",512-392-5676,"Licensed Child-Care Home","Full Permit",10/4/2005,12,"","282129","","Y","Y","Y","Y"
"416056","","Handprints Playschool","13434 N CONWAY AVE ","MISSION","TX","78573","HIDALGO",956-585-2222,"Licensed Child-Care Home","Full Permit",1/8/1993,12,"orejasdeperro1@gmail.com","126636","","Y","Y","Y","Y"
"1580389","","Hands on Learning Home Daycare","103 E WRIGHT AVE ","BAYTOWN","TX","77520","HARRIS",281-662-9379,"Licensed Child-Care Home","Full Permit",3/4/2016,12,"","1194073","","N","Y","Y","Y"
"924508","","Hang the Moon","209 KENT ST ","BOWIE","TX","76230","MONTAGUE",940-224-7532,"Licensed Child-Care Home","Full Permit",12/19/2008,12,"myleaw2@aol.com","389018","","Y","Y","Y","Y"
"892934","","Happy Feet Learning Start","1341 E RINGGOLD ST ","BROWNSVILLE","TX","78520","CAMERON",956-541-8011,"Licensed Child-Care Home","Full Permit",12/12/2008,12,"","350793","","Y","Y","Y","Y"
"1622261","","Hart To Heart Child Care","1115 BREWER DR ","CEDAR HILL","TX","75104","DALLAS",214-293-0081,"Licensed Child-Care Home","Full Permit",12/20/2016,12,"akem002000@yahoo.com","1240272","","Y","Y","Y","Y"
"1539182","","Health-e-Kids Unlimited, LLC","625 TARPEY RD ","TEXAS CITY","TX","77591","GALVESTON",409-797-4351,"Licensed Child-Care Home","Full Permit",9/22/2014,12,"healthekids5210@yahoo.com","1144271","","Y","Y","Y","Y"
"882239","","Heathers Wiggles & Giggles Child Care","4614 TAMMY DR ","WICHITA FALLS","TX","76306","WICHITA",940-257-5510,"Licensed Child-Care Home","Full Permit",5/16/2008,12,"","330670","","Y","Y","Y","Y"
"1619597","","Heaven Angels Learning Center","3235 DARTMOUTH FIELD LN ","FRESNO","TX","77545","FORT BEND",281-431-2744,"Licensed Child-Care Home","Full Permit",8/25/2016,12,"","1237187","","Y","Y","Y","Y"
"829756","","Heavenly Angels Day Home","1202 WOODBURN TRL ","DALLAS","TX","75241","DALLAS",214-376-2458,"Licensed Child-Care Home","Full Permit",2/23/2004,12,"theseedplanter@sbcglobal.net","229853","","Y","Y","Y","Y"
