"name","latitude","longitude","grantee","grantNumber","delegateNo","centerType","programType","programDelegateName","programMainPhoneNumber","programAddress","programCity","programState","programZipCode","phone","address","city","state","zip","id"
"Lost Pines Head Start Center","30.1772739","-97.2806261","CEN-TEX FAMILY SERVICES INC
2402 Main St
Bastrop, TX 78602-1505
(512)303-7737 - 13
","06CH7105","000","Head Start","Head Start","CEN-TEX FAMILY SERVICES INC","","2402 Main St ","Bastrop","TX","78602-1505","(512) 308-9129","151 Tiger Woods Dr","Bastrop","TX","78602-6775","39797"
"Cedar Creek Head Start Center","30.084468","-97.49923899999999","CEN-TEX FAMILY SERVICES INC
2402 Main St
Bastrop, TX 78602-1505
(512)303-7737 - 13
","06CH7105","000","Head Start","Head Start","CEN-TEX FAMILY SERVICES INC","","2402 Main St ","Bastrop","TX","78602-1505","(512) 321-2900","5582 FM 535","Cedar Creek","TX","78612-3187","39798"
"Smithville Head Start Center","30.0041604","-97.1650348","CEN-TEX FAMILY SERVICES INC
2402 Main St
Bastrop, TX 78602-1505
(512)303-7737 - 13
","06CH7105","000","Head Start","Head Start","CEN-TEX FAMILY SERVICES INC","","2402 Main St ","Bastrop","TX","78602-1505","(512) 237-4449","308 SW 4th St
P.O. Box 41","Smithville","TX","78957-2209","39800"
"Eagle Lake Child Development Center","29.58540889999999","-96.34520129999999","CEN-TEX FAMILY SERVICES INC
2402 Main St
Bastrop, TX 78602-1505
(512)303-7737 - 13
","06CH7105","000","Head Start","Head Start","CEN-TEX FAMILY SERVICES INC","","2402 Main St ","Bastrop","TX","78602-1505","(979) 234-6863","600 J D Hutchins Dr
P.O. 663","Eagle Lake","TX","77434-3215","39804"
"Jeff Dock Child Development Center","30.176426","-96.92773799999998","CEN-TEX FAMILY SERVICES INC
2402 Main St
Bastrop, TX 78602-1505
(512)303-7737 - 13
","06CH7105","000","Head Start","Head Start","CEN-TEX FAMILY SERVICES INC","","2402 Main St ","Bastrop","TX","78602-1505","(979) 542-9512","1010 E Industry St","Giddings","TX","78942-4306","39806"
"Elgin Child Development Center","30.352681","-97.37041199999999","CEN-TEX FAMILY SERVICES INC
2402 Main St
Bastrop, TX 78602-1505
(512)303-7737 - 13
","06CH7105","000","Head Start","Head Start","CEN-TEX FAMILY SERVICES INC","","2402 Main St ","Bastrop","TX","78602-1505","(512) 285-4022","1002 N Avenue C","Elgin","TX","78621-2124","39807"
"Emile Head Start","30.1063875","-97.31115640000002","CEN-TEX FAMILY SERVICES INC
2402 Main St
Bastrop, TX 78602-1505
(512)303-7737 - 13
","06CH7105","000","Head Start","Head Start","CEN-TEX FAMILY SERVICES INC","","2402 Main St ","Bastrop","TX","78602-1505","(512) 308-9107","601 Martin Luther King Dr","Bastrop","TX","78602-3442","39808"
"Early Head Start/Head Start @ Lakewest","32.786571","-96.85812999999996","HEAD START OF GREATER DALLAS, INC.
3954 Gannon Lane
Dallas, TX 75237-2919
(972)283-6443
","06CH7106","000","Head Start","Head Start","HEAD START OF GREATER DALLAS, INC.","","3954 Gannon Lane ","Dallas","TX","75237-2919","(214) 267-0524","3737 Goldman St
Suite 100, Building B","Dallas","TX","75212-2471","40155"
"Early Head Start/Head Start @ Margaret H. Cone","32.7761343","-96.73843010000002","HEAD START OF GREATER DALLAS, INC.
3954 Gannon Lane
Dallas, TX 75237-2919
(972)283-6443
","06CH7106","000","Head Start","Head Start","HEAD START OF GREATER DALLAS, INC.","","3954 Gannon Lane ","Dallas","TX","75237-2919","(214) 217-3170","2919 Troy St","Dallas","TX","75210-1364","40156"
"Early Head Start at Garland","32.930133","-96.702606","HEAD START OF GREATER DALLAS, INC.
3954 Gannon Lane
Dallas, TX 75237-2919
(972)283-6443
","06CH7106","000","Head Start","Head Start","HEAD START OF GREATER DALLAS, INC.","","3954 Gannon Lane ","Dallas","TX","75237-2919","(469) 250-4300","4580 W Buckingham Rd","Garland","TX","75042-4514","40157"
"Brookhaven","32.9294129","-96.85009000000002","HEAD START OF GREATER DALLAS, INC.
3954 Gannon Lane
Dallas, TX 75237-2919
(972)283-6443
","06CH7106","000","Head Start","Head Start","HEAD START OF GREATER DALLAS, INC.","","3954 Gannon Lane ","Dallas","TX","75237-2919","(972) 331-9565","3939 Valley View Ln
Bldg E","Farmers Branch","TX","75244-4997","40158"
"Wanda Meshack Smith Head Start Center","32.652191","-96.88413600000001","HEAD START OF GREATER DALLAS, INC.
3954 Gannon Lane
Dallas, TX 75237-2919
(972)283-6443
","06CH7106","000","Head Start","Head Start","HEAD START OF GREATER DALLAS, INC.","","3954 Gannon Lane ","Dallas","TX","75237-2919","(972) 283-7700","3950 Gannon Ln","Dallas","TX","75237-2919","40159"
"Pierce Early Childhood School","32.824684","-96.942902","HEAD START OF GREATER DALLAS, INC.
3954 Gannon Lane
Dallas, TX 75237-2919
(972)283-6443
","06CH7106","000","Head Start","Head Start","HEAD START OF GREATER DALLAS, INC.","","3954 Gannon Lane ","Dallas","TX","75237-2919","(972) 600-3721","901 N Britain Rd","Irving","TX","75061-4843","40160"
"Lake June","32.73352","-96.66375099999999","HEAD START OF GREATER DALLAS, INC.
3954 Gannon Lane
Dallas, TX 75237-2919
(972)283-6443
","06CH7106","000","Head Start","Head Start","HEAD START OF GREATER DALLAS, INC.","","3954 Gannon Lane ","Dallas","TX","75237-2919","(214) 398-9696","9030 Lake June Rd","Dallas","TX","75217-2634","40161"
"Jerry R. Junkins","32.771394","-96.607123","HEAD START OF GREATER DALLAS, INC.
3954 Gannon Lane
Dallas, TX 75237-2919
(972)283-6443
","06CH7106","000","Head Start","Head Start","HEAD START OF GREATER DALLAS, INC.","","3954 Gannon Lane ","Dallas","TX","75237-2919","(214) 643-6345","650 Lee St","Mesquite","TX","75149-3367","40162"
"Clifton","32.85890699999999","-96.98745300000002","HEAD START OF GREATER DALLAS, INC.
3954 Gannon Lane
Dallas, TX 75237-2919
(972)283-6443
","06CH7106","000","Head Start","Head Start","HEAD START OF GREATER DALLAS, INC.","","3954 Gannon Lane ","Dallas","TX","75237-2919","(972) 600-4228","3950 Pleasant Run Rd","Irving","TX","75038-5813","40163"
"Robbie Wilkerson-Jones","32.955745","-96.88777499999998","HEAD START OF GREATER DALLAS, INC.
3954 Gannon Lane
Dallas, TX 75237-2919
(972)283-6443
","06CH7106","000","Head Start","Head Start","HEAD START OF GREATER DALLAS, INC.","","3954 Gannon Lane ","Dallas","TX","75237-2919","(972) 416-1595","1920 Walnut Plz","Carrollton","TX","75006-5810","40164"
"Ferguson-Oates","32.821783","-96.67555600000003","HEAD START OF GREATER DALLAS, INC.
3954 Gannon Lane
Dallas, TX 75237-2919
(972)283-6443
","06CH7106","000","Head Start","Head Start","HEAD START OF GREATER DALLAS, INC.","","3954 Gannon Lane ","Dallas","TX","75237-2919","(214) 324-2831","2345 Oates Dr","Dallas","TX","75228-3832","40165"
"Kinkeade","32.8067791","-96.97592409999999","HEAD START OF GREATER DALLAS, INC.
3954 Gannon Lane
Dallas, TX 75237-2919
(972)283-6443
","06CH7106","000","Head Start","Head Start","HEAD START OF GREATER DALLAS, INC.","","3954 Gannon Lane ","Dallas","TX","75237-2919","(972) 600-6521","2333 Cameron Pl","Irving","TX","75060-3677","40166"
"A. M. Brooks","32.77381450000001","-96.7068329","HEAD START OF GREATER DALLAS, INC.
3954 Gannon Lane
Dallas, TX 75237-2919
(972)283-6443
","06CH7106","000","Head Start","Head Start","HEAD START OF GREATER DALLAS, INC.","","3954 Gannon Lane ","Dallas","TX","75237-2919","(214) 275-2050","6502 Military Pkwy","Dallas","TX","75227-3703","40170"
"Lancaster-Kiest","32.709256","-96.79997300000002","HEAD START OF GREATER DALLAS, INC.
3954 Gannon Lane
Dallas, TX 75237-2919
(972)283-6443
","06CH7106","000","Head Start","Head Start","HEAD START OF GREATER DALLAS, INC.","","3954 Gannon Lane ","Dallas","TX","75237-2919","(214) 374-5533","3200 S Lancaster Rd
Ste 301-Ste 308","Dallas","TX","75216-4565","40171"
"Davids' Place","32.786028","-96.76049990000001","HEAD START OF GREATER DALLAS, INC.
3954 Gannon Lane
Dallas, TX 75237-2919
(972)283-6443
","06CH7106","000","Head Start","Head Start","HEAD START OF GREATER DALLAS, INC.","","3954 Gannon Lane ","Dallas","TX","75237-2919","(214) 823-3309","1000 S Carroll Ave","Dallas","TX","75223-2876","40172"
"West Garland","32.917312","-96.68640900000003","HEAD START OF GREATER DALLAS, INC.
3954 Gannon Lane
Dallas, TX 75237-2919
(972)283-6443
","06CH7106","000","Head Start","Head Start","HEAD START OF GREATER DALLAS, INC.","","3954 Gannon Lane ","Dallas","TX","75237-2919","(469) 250-4360","3709 W Walnut St","Garland","TX","75042-6239","40173"
"Socorro Gonzales","32.8122289","-96.82188780000001","HEAD START OF GREATER DALLAS, INC.
3954 Gannon Lane
Dallas, TX 75237-2919
(972)283-6443
","06CH7106","000","Head Start","Head Start","HEAD START OF GREATER DALLAS, INC.","","3954 Gannon Lane ","Dallas","TX","75237-2919","(214) 443-4230","2525 Lucas Dr
Bldg 1","Dallas","TX","75219-1804","40174"
"Grand Prairie","32.73954610000001","-97.0145372","HEAD START OF GREATER DALLAS, INC.
3954 Gannon Lane
Dallas, TX 75237-2919
(972)283-6443
","06CH7106","000","Head Start","Head Start","HEAD START OF GREATER DALLAS, INC.","","3954 Gannon Lane ","Dallas","TX","75237-2919","(972) 237-4434","550 S Carrier Pkwy
Ste 500","Grand Prairie","TX","75051-0932","40175"
"Sunnyview","32.6926301","-96.76780710000003","HEAD START OF GREATER DALLAS, INC.
3954 Gannon Lane
Dallas, TX 75237-2919
(972)283-6443
","06CH7106","000","Head Start","Head Start","HEAD START OF GREATER DALLAS, INC.","","3954 Gannon Lane ","Dallas","TX","75237-2919","(214) 372-3051","2927 Stag Rd","Dallas","TX","75241-1612","40176"
"Roseland Homes","32.8000265","-96.7887139","HEAD START OF GREATER DALLAS, INC.
3954 Gannon Lane
Dallas, TX 75237-2919
(972)283-6443
","06CH7106","000","Head Start","Head Start","HEAD START OF GREATER DALLAS, INC.","","3954 Gannon Lane ","Dallas","TX","75237-2919","(972) 284-0040","2011 N Washington Ave","Dallas","TX","75204-4244","40179"
"Beltline Elementary School","32.593258","-96.78581700000001","HEAD START OF GREATER DALLAS, INC.
3954 Gannon Lane
Dallas, TX 75237-2919
(972)283-6443
","06CH7106","000","Head Start","Head Start","HEAD START OF GREATER DALLAS, INC.","","3954 Gannon Lane ","Dallas","TX","75237-2919","(972) 218-1615","1355 W Belt Line Rd","Lancaster","TX","75146-2122","40180"
"Houston Elementary School","32.6257564","-96.80288339999998","HEAD START OF GREATER DALLAS, INC.
3954 Gannon Lane
Dallas, TX 75237-2919
(972)283-6443
","06CH7106","000","Head Start","Head Start","HEAD START OF GREATER DALLAS, INC.","","3954 Gannon Lane ","Dallas","TX","75237-2919","(972) 218-1520","2929 Marquis Ln","Lancaster","TX","75134-1990","40181"
"Lancaster Elementary School","32.589273","-96.778189","HEAD START OF GREATER DALLAS, INC.
3954 Gannon Lane
Dallas, TX 75237-2919
(972)283-6443
","06CH7106","000","Head Start","Head Start","HEAD START OF GREATER DALLAS, INC.","","3954 Gannon Lane ","Dallas","TX","75237-2919","(972) 218-1603","1109 W Main St","Lancaster","TX","75146-3015","40182"
"Seagoville Elementary","32.640865","-96.54014799999999","HEAD START OF GREATER DALLAS, INC.
3954 Gannon Lane
Dallas, TX 75237-2919
(972)283-6443
","06CH7106","000","Head Start","Head Start","HEAD START OF GREATER DALLAS, INC.","","3954 Gannon Lane ","Dallas","TX","75237-2919","(972) 892-7905","304 N Kaufman St","Seagoville","TX","75159-3742","40183"
"Vogel Alcove Childcare Center for the Homeless","32.7719094","-96.78725629999997","HEAD START OF GREATER DALLAS, INC.
3954 Gannon Lane
Dallas, TX 75237-2919
(972)283-6443
","06CH7106","000","Head Start","Head Start","HEAD START OF GREATER DALLAS, INC.","","3954 Gannon Lane ","Dallas","TX","75237-2919","(214) 368-8686","1738 Gano St
Administrative Offices","Dallas","TX","75215-1210","40184"
"Pleasant Run Elementary School","32.6048919","-96.76569339999998","HEAD START OF GREATER DALLAS, INC.
3954 Gannon Lane
Dallas, TX 75237-2919
(972)283-6443
","06CH7106","000","Head Start","Head Start","HEAD START OF GREATER DALLAS, INC.","","3954 Gannon Lane ","Dallas","TX","75237-2919","(972) 218-1548","427 W Pleasant Run Rd","Lancaster","TX","75146-1567","40188"
"Maple Lawn Elementary","32.825913","-96.82982900000002","HEAD START OF GREATER DALLAS, INC.
3954 Gannon Lane
Dallas, TX 75237-2919
(972)283-6443
","06CH7106","000","Head Start","Head Start","HEAD START OF GREATER DALLAS, INC.","","3954 Gannon Lane ","Dallas","TX","75237-2919","(972) 925-2510","3120 Inwood Rd","Dallas","TX","75235-7626","40190"
"Mi Escuelita @ Cockrell Hill","32.7350779","-96.88627079999998","Mi Escuelita Preschools, Inc.
4231 Maple Avenue
Dallas, TX 75219-2402
(214)526-0220
","06CH7106","001","Head Start","Head Start","Mi Escuelita Preschools, Inc.","","4231 Maple Avenue ","Dallas","TX","75219-2402","(214) 330-5240","4031 W Clarendon Dr","Dallas","TX","75211-4917","40783"
"Mi Escuelita @ Crossover","32.808002","-96.81931600000001","Mi Escuelita Preschools, Inc.
4231 Maple Avenue
Dallas, TX 75219-2402
(214)526-0220
","06CH7106","001","Head Start","Head Start","Mi Escuelita Preschools, Inc.","","4231 Maple Avenue ","Dallas","TX","75219-2402","(214) 526-0220","4231 Maple Ave","Dallas","TX","75219-2402","40786"
"Martin Luther King, Jr. ChildCareGroup Center","32.7707014","-96.76644579999999","ChildCareGroup
1420 W Mockingbird Ln
Ste 300
Dallas, TX 75247-4973
(214)905-2497
","06CH7106","002","Head Start","Head Start","ChildCareGroup","","1420 W Mockingbird Ln Ste 300","Dallas","TX","75247-4973","(214) 670-8365","2922 Martin Luther King Jr Blvd
Bldg D","Dallas","TX","75215-2321","40788"
"Anderson ChildCareGroup Center","32.9093062","-96.62407530000002","ChildCareGroup
1420 W Mockingbird Ln
Ste 300
Dallas, TX 75247-4973
(214)905-2497
","06CH7106","002","Head Start","Head Start","ChildCareGroup","","1420 W Mockingbird Ln Ste 300","Dallas","TX","75247-4973","(972) 276-6508","625 E Avenue B","Garland","TX","75040-7262","40789"
"Landauer ChildCareGroup Center","32.805199","-96.78077300000001","ChildCareGroup
1420 W Mockingbird Ln
Ste 300
Dallas, TX 75247-4973
(214)905-2497
","06CH7106","002","Head Start","Head Start","ChildCareGroup","","1420 W Mockingbird Ln Ste 300","Dallas","TX","75247-4973","(214) 823-7273","4539 Munger Ave","Dallas","TX","75204-4775","40790"
"Bock ChildCareGroup Center","32.745446","-96.82881989999998","ChildCareGroup
1420 W Mockingbird Ln
Ste 300
Dallas, TX 75247-4973
(214)905-2497
","06CH7106","002","Head Start","Head Start","ChildCareGroup","","1420 W Mockingbird Ln Ste 300","Dallas","TX","75247-4973","(214) 942-4300","407 W 10th St","Dallas","TX","75208-4620","40791"
"Fountain Plaza","30.314403","-97.7133303","CHILD, INC
818 East 53rd Street
Austin, TX 78751-2212
(512)451-7361 - 228
","06CH7108","000","Head Start","Head Start","CHILD, INC","","818 East 53rd Street ","Austin","TX","78751-2212","(512) 451-0621","825 E 53rd 1/2 St","Austin","TX","78751-1628","41726"
"Brodie CDC","30.202024","-97.83756900000003","CHILD, INC
818 East 53rd Street
Austin, TX 78751-2212
(512)451-7361 - 228
","06CH7108","000","Head Start","Head Start","CHILD, INC","","818 East 53rd Street ","Austin","TX","78751-2212","(512) 292-7234","8105 Brodie Ln","Austin","TX","78745-7436","41728"
"Rosewood-Zaragosa","30.2648593","-97.7101376","CHILD, INC
818 East 53rd Street
Austin, TX 78751-2212
(512)451-7361 - 228
","06CH7108","000","Head Start","Head Start","CHILD, INC","","818 East 53rd Street ","Austin","TX","78751-2212","(512) 472-2836","2800 Webberville Rd","Austin","TX","78702-2947","41734"
"Dove Springs","30.1879148","-97.74365339999997","CHILD, INC
818 East 53rd Street
Austin, TX 78751-2212
(512)451-7361 - 228
","06CH7108","000","Head Start","Head Start","CHILD, INC","","818 East 53rd Street ","Austin","TX","78751-2212","(512) 326-8716","5106 Village Square Dr","Austin","TX","78744-4462","41737"
"Forbes","30.334413","-97.67295030000002","CHILD, INC
818 East 53rd Street
Austin, TX 78751-2212
(512)451-7361 - 228
","06CH7108","000","Head Start","Head Start","CHILD, INC","","818 East 53rd Street ","Austin","TX","78751-2212","(512) 973-8070","2217 Forbes Dr","Austin","TX","78754-5144","41741"
"Grant CDC","30.384669","-97.70453499999996","CHILD, INC
818 East 53rd Street
Austin, TX 78751-2212
(512)451-7361 - 228
","06CH7108","000","Head Start","Head Start","CHILD, INC","","818 East 53rd Street ","Austin","TX","78751-2212","(512) 490-0080","1701 Kramer Ln","Austin","TX","78758-4229","41744"
"South Austin CDC","30.239574","-97.76028589999999","CHILD, INC
818 East 53rd Street
Austin, TX 78751-2212
(512)451-7361 - 228
","06CH7108","000","Head Start","Head Start","CHILD, INC","","818 East 53rd Street ","Austin","TX","78751-2212","(512) 441-4588","2508 Durwood St","Austin","TX","78704-5444","41745"
"Del Valle CDC","30.175243","-97.62222099999997","CHILD, INC
818 East 53rd Street
Austin, TX 78751-2212
(512)451-7361 - 228
","06CH7108","000","Head Start","Head Start","CHILD, INC","","818 East 53rd Street ","Austin","TX","78751-2212","(512) 386-3739","5301 Ross Rd","Del Valle","TX","78617-3288","41763"
"AYW","30.2157353","-97.74654249999998","CHILD, INC
818 East 53rd Street
Austin, TX 78751-2212
(512)451-7361 - 228
","06CH7108","000","Head Start","Head Start","CHILD, INC","","818 East 53rd Street ","Austin","TX","78751-2212","(512) 744-1919","1911 E Ben White Blvd","Austin","TX","78741-7853","41770"
"Dobie/AISD","30.354549","-97.67937700000004","CHILD, INC
818 East 53rd Street
Austin, TX 78751-2212
(512)451-7361 - 228
","06CH7108","000","Head Start","Head Start","CHILD, INC","","818 East 53rd Street ","Austin","TX","78751-2212","(512) 414-9010","1200 E Rundberg Ln","Austin","TX","78753-4934","41777"
"Lucy Read/AISD","30.352764","-97.73667499999999","CHILD, INC
818 East 53rd Street
Austin, TX 78751-2212
(512)451-7361 - 228
","06CH7108","000","Head Start","Head Start","CHILD, INC","","818 East 53rd Street ","Austin","TX","78751-2212","(512) 414-9400","2608 Richcreek Rd","Austin","TX","78757-2147","41779"
"Uphaus/AISD","30.201673","-97.7559799","CHILD, INC
818 East 53rd Street
Austin, TX 78751-2212
(512)451-7361 - 228
","06CH7108","000","Head Start","Head Start","CHILD, INC","","818 East 53rd Street ","Austin","TX","78751-2212","(512) 414-5520","5200 Freidrich Ln","Austin","TX","78744-2715","41780"
"Home Based Program","30.313884","-97.71408500000001","CHILD, INC
818 East 53rd Street
Austin, TX 78751-2212
(512)451-7361 - 228
","06CH7108","000","Head Start","Head Start","CHILD, INC","","818 East 53rd Street ","Austin","TX","78751-2212","(512) 451-7361","818 E 53rd St","Austin","TX","78751-2212","41789"
"Palomita CDC","30.200059","-97.73913199999998","CHILD, INC
818 East 53rd Street
Austin, TX 78751-2212
(512)451-7361 - 228
","06CH7108","000","Head Start","Head Start","CHILD, INC","","818 East 53rd Street ","Austin","TX","78751-2212","(512) 243-8759","4905 Maufrais Ln","Austin","TX","78744-2031","41790"
"West Elementary Jump Start - WISD Collaboration","31.557658","-97.14939600000002","ECONOMIC OPPORTUNITIES ADVANCEMENT CORP OF PLNG REG XI
500 Franklin Avenue
Waco, TX 76701-2111
(254)753-0331 - 205
","06CH7109","000","Head Start","Head Start","ECONOMIC OPPORTUNITIES ADVANCEMENT CORP OF PLNG REG XI","","500 Franklin Avenue ","Waco","TX","76701-2111","(254) 750-0331","1101 N 15th St","Waco","TX","76707-3008","41802"
"Mart Head Start","31.5380494","-96.8328851","ECONOMIC OPPORTUNITIES ADVANCEMENT CORP OF PLNG REG XI
500 Franklin Avenue
Waco, TX 76701-2111
(254)753-0331 - 205
","06CH7109","000","Head Start","Head Start","ECONOMIC OPPORTUNITIES ADVANCEMENT CORP OF PLNG REG XI","","500 Franklin Avenue ","Waco","TX","76701-2111","(254) 876-2071","402 S Main St","Mart","TX","76664-1619","41808"
"C. W. Ortlip","31.5447684","-97.1552987","ECONOMIC OPPORTUNITIES ADVANCEMENT CORP OF PLNG REG XI
500 Franklin Avenue
Waco, TX 76701-2111
(254)753-0331 - 205
","06CH7109","000","Head Start","Head Start","ECONOMIC OPPORTUNITIES ADVANCEMENT CORP OF PLNG REG XI","","500 Franklin Avenue ","Waco","TX","76701-2111","(254) 752-1881","629 N 25th St","Waco","TX","76707-3443","41809"
"Woodrow Logan","31.593648","-97.09812499999998","ECONOMIC OPPORTUNITIES ADVANCEMENT CORP OF PLNG REG XI
500 Franklin Avenue
Waco, TX 76701-2111
(254)753-0331 - 205
","06CH7109","000","Head Start","Head Start","ECONOMIC OPPORTUNITIES ADVANCEMENT CORP OF PLNG REG XI","","500 Franklin Avenue ","Waco","TX","76701-2111","(254) 412-0313","3510 Latimer St","Waco","TX","76705-2527","41810"
"Thurman E. Dorsey","31.5233694","-97.14369569999997","ECONOMIC OPPORTUNITIES ADVANCEMENT CORP OF PLNG REG XI
500 Franklin Avenue
Waco, TX 76701-2111
(254)753-0331 - 205
","06CH7109","000","Head Start","Head Start","ECONOMIC OPPORTUNITIES ADVANCEMENT CORP OF PLNG REG XI","","500 Franklin Avenue ","Waco","TX","76701-2111","(254) 753-5324","3221 Speight Ave","Waco","TX","76711-1548","41811"
"Brook Avenue Jump Start - WISD Collaboration","31.566706","-97.15078299999999","ECONOMIC OPPORTUNITIES ADVANCEMENT CORP OF PLNG REG XI
500 Franklin Avenue
Waco, TX 76701-2111
(254)753-0331 - 205
","06CH7109","000","Head Start","Head Start","ECONOMIC OPPORTUNITIES ADVANCEMENT CORP OF PLNG REG XI","","500 Franklin Avenue ","Waco","TX","76701-2111","(254) 753-0331","720 Brook Ave","Waco","TX","76708-3624","41812"
"Moody Head Start Center","31.309936","-97.35936500000003","ECONOMIC OPPORTUNITIES ADVANCEMENT CORP OF PLNG REG XI
500 Franklin Avenue
Waco, TX 76701-2111
(254)753-0331 - 205
","06CH7109","000","Head Start","Head Start","ECONOMIC OPPORTUNITIES ADVANCEMENT CORP OF PLNG REG XI","","500 Franklin Avenue ","Waco","TX","76701-2111","(254) 853-3165","300 Avenue B","Moody","TX","76557-3663","41813"
"Jump Start - Waco Charter School Collaboration","31.5447261","-97.1552686","ECONOMIC OPPORTUNITIES ADVANCEMENT CORP OF PLNG REG XI
500 Franklin Avenue
Waco, TX 76701-2111
(254)753-0331 - 205
","06CH7109","000","Head Start","Head Start","ECONOMIC OPPORTUNITIES ADVANCEMENT CORP OF PLNG REG XI","","500 Franklin Avenue ","Waco","TX","76701-2111","(254) 753-0331","615 N 25th St","Waco","TX","76707-3443","41815"
"South Waco Elementary - Waco ISD Collaboration","31.521326","-97.12191899999999","ECONOMIC OPPORTUNITIES ADVANCEMENT CORP OF PLNG REG XI
500 Franklin Avenue
Waco, TX 76701-2111
(254)753-0331 - 205
","06CH7109","000","Head Start","Head Start","ECONOMIC OPPORTUNITIES ADVANCEMENT CORP OF PLNG REG XI","","500 Franklin Avenue ","Waco","TX","76701-2111","(254) 753-0331","2104 Gurley Ln","Waco","TX","76706-4042","41819"
"Marlin Head Start","31.316675686745818","-96.87137085063478","ECONOMIC OPPORTUNITIES ADVANCEMENT CORP OF PLNG REG XI
500 Franklin Avenue
Waco, TX 76701-2111
(254)753-0331 - 205
","06CH7109","000","Head Start","Head Start","ECONOMIC OPPORTUNITIES ADVANCEMENT CORP OF PLNG REG XI","","500 Franklin Avenue ","Waco","TX","76701-2111","(254) 803-9905","106 S Hwy Bypass 147","Marlin","TX","76661","41820"
"Tri-C Head Start/Early Head Start","31.7944451","-94.1825976","TRI-COUNTY COMMUNITY ACTION, INC
214 Nacogdoches St
Center, TX 75935-3854
(936)598-6315 - 17
","06CH7110","000","Head Start","Head Start","TRI-COUNTY COMMUNITY ACTION, INC","","214 Nacogdoches St ","Center","TX","75935-3854","(936) 598-6315","214 Nacogdoches St","Center","TX","75935-3854","41827"
"San Augustine Head Start/Early Head Start","31.5299029","-94.1060282","TRI-COUNTY COMMUNITY ACTION, INC
214 Nacogdoches St
Center, TX 75935-3854
(936)598-6315 - 17
","06CH7110","000","Head Start","Head Start","TRI-COUNTY COMMUNITY ACTION, INC","","214 Nacogdoches St ","Center","TX","75935-3854","(936) 598-6315","1012 Partin Rd","San Augustine","TX","75972-2000","41828"
"Lufkin Head Start","31.362935","-94.71372600000001","TRI-COUNTY COMMUNITY ACTION, INC
214 Nacogdoches St
Center, TX 75935-3854
(936)598-6315 - 17
","06CH7110","000","Head Start","Head Start","TRI-COUNTY COMMUNITY ACTION, INC","","214 Nacogdoches St ","Center","TX","75935-3854","(936) 598-6315","2208 N Timberland Dr","Lufkin","TX","75901-1368","41829"
"Jasper Head Start/Early Head Start","30.9294585","-94.00068549999997","TRI-COUNTY COMMUNITY ACTION, INC
214 Nacogdoches St
Center, TX 75935-3854
(936)598-6315 - 17
","06CH7110","000","Head Start","Head Start","TRI-COUNTY COMMUNITY ACTION, INC","","214 Nacogdoches St ","Center","TX","75935-3854","(936) 598-6315","105 Collier St","Jasper","TX","75951-3011","41830"
"Sabine County Home Base Head Start/Early Head Start","31.2534939","-93.9728945","TRI-COUNTY COMMUNITY ACTION, INC
214 Nacogdoches St
Center, TX 75935-3854
(936)598-6315 - 17
","06CH7110","000","Head Start","Head Start","TRI-COUNTY COMMUNITY ACTION, INC","","214 Nacogdoches St ","Center","TX","75935-3854","(936) 465-9379","603 Temple Av","Pineland","TX","75968","41832"
"Shelby County Home Base Office","31.7944451","-94.1825976","TRI-COUNTY COMMUNITY ACTION, INC
214 Nacogdoches St
Center, TX 75935-3854
(936)598-6315 - 17
","06CH7110","000","Head Start","Head Start","TRI-COUNTY COMMUNITY ACTION, INC","","214 Nacogdoches St ","Center","TX","75935-3854","(936) 598-6315","214 Nacogdoches St","Center","TX","75935-3854","41836"
"San Augustine ISD Head Start","31.5284892","-94.10312879999998","TRI-COUNTY COMMUNITY ACTION, INC
214 Nacogdoches St
Center, TX 75935-3854
(936)598-6315 - 17
","06CH7110","000","Head Start","Head Start","TRI-COUNTY COMMUNITY ACTION, INC","","214 Nacogdoches St ","Center","TX","75935-3854","(936) 275-2306","101 S Milam St","San Augustine","TX","75972-2232","41841"
"Fannin County Head Start","33.5826599","-96.17781379999997","BONHAM INDEPENDENT SCHOOL DISTRICT
201 E 10th St
Bonham, TX 75418-3704
(903)583-8141 - 2101
","06CH7111","000","Head Start","Head Start","BONHAM INDEPENDENT SCHOOL DISTRICT","","201 E 10th St ","Bonham","TX","75418-3704","(903) 583-8141","201 E 10th St","Bonham","TX","75418-3704","42477"
"PCCAA HEAD START","30.8809733","-102.88257620000002","PECOS COUNTY COMMUNITY ACTION AGENCY
600 S Young St
Fort Stockton, TX 79735-7642
(432)336-2669
","06CH7124","000","Head Start","Head Start","PECOS COUNTY COMMUNITY ACTION AGENCY","","600 S Young St ","Fort Stockton","TX","79735-7642","(432) 336-2669","600 S Young St","Fort Stockton","TX","79735-7642","42478"
"Pasadena","29.697672","-95.20555200000001","Gulf Coast Community Services Association
9320 Kirby Drive
Houston, TX 77054-
(713)393-4728
","06CH7125","000","Head Start","Head Start","Gulf Coast Community Services Association","","9320 Kirby Drive ","Houston","TX","77054","(713) 472-9685","902 Wafer St","Pasadena","TX","77506-4634","42484"
