"Operation #","Agency Number","Operation/Caregiver Name","Address","City","State","Zip","County","Phone","Type","Status","Issue Date","Capacity","Email Address","Facility ID","Monitoring Frequency","Infant","Toddler","Preschool","School","Lat","Long"
"1107006","","Y Early Learning Center","440 LABOR ST ","SAN ANTONIO","TX","78210","BEXAR","210-534-9622","Licensed Center - Child Care Program","Full Permit","7/19/2010","200","monicaga@ymcasatx.org","611108","","Y","Y","Y","Y","29.4128663333333","-98.483889"
"235855","","Y Early Learning Center","835 W SOUTHCROSS BLVD ","SAN ANTONIO","TX","78211","BEXAR","210-798-0270","Licensed Center - Child Care Program","Full Permit","7/21/1988","152","maric@ymcasatx.org","104739","","Y","Y","Y","Y","29.3682220554087","-98.5240882946982"
"414091","668","Y School Age  @ Cambridge","1001 TOWNSEND AVE ","SAN ANTONIO","TX","78209","BEXAR","210-656-5777","Licensed Center - Before/After School Program","Full Permit","9/30/1992","102","","125007","","N","N","N","Y","41.2839060964032","-72.8936344722317"
"240190","668","Y School Age  Baskin Elementary","630 CRESTVIEW DR ","SAN ANTONIO","TX","78201","BEXAR","210-365-9757","Licensed Center - School Age Program","Full Permit","5/25/1989","85","carmenr@ymcasatx.org","105751","","N","N","N","Y","35.267525","-93.7198489"
"239955","668","Y School Age @  Woodridge Elementary","100 WOODRIDGE DR ","SAN ANTONIO","TX","78209","BEXAR","210-820-3117","Licensed Center - Before/After School Program","Full Permit","2/18/1989","100","","105700","","N","N","Y","Y","29.503233","-98.454905"
"1634348","668","Y School Age @ Advance Learning Academy","637 N MAIN AVE ","SAN ANTONIO","TX","78205","BEXAR","210-501-6182","Licensed Center - School Age Program","Initial","8/29/2016","70","","1255569","","N","N","N","Y","41.1275175483869","-87.8941246685206"
"1582738","668","Y School Age @ Cibolo Valley","4093 GREEN VALLEY RD ","CIBOLO","TX","78108","GUADALUPE","210-619-4700","Licensed Center - Before/After School Program","Full Permit","2/20/2016","100","","1196343","","N","N","N","Y","43.4228915707395","-123.358077396002"
"1586836","668","Y School Age @ Cotton Elementary","1616 BLANCO RD ","SAN ANTONIO","TX","78212","BEXAR","210-379-3418","Licensed Center - Before/After School Program","Full Permit","2/22/2016","100","","1201378","","N","N","N","Y","27.8133665919699","-97.5394810191804"
"1375106","668","Y School Age @ Crockett Elementary","2215 MORALES ST ","SAN ANTONIO","TX","78207","BEXAR","210-924-2277","Licensed Center - Before/After School Program","Full Permit","6/1/2012","170","childcare@ymcasatx.org","940668","","N","N","N","Y","29.4330475714286","-98.5243028571429"
"1585196","668","Y School Age @ Curington","601 ADLER ST ","BOERNE","TX","78006","KENDALL","830-357-4000","Licensed Center - School Age Program","Full Permit","1/29/2016","80","pedroo@ymcasatx.org","1199378","","N","N","N","Y","37.7974797","-122.4069639"
"1586837","668","Y School Age @ Fenwick Elementary","1930 WAVERLY AVE ","SAN ANTONIO","TX","78228","BEXAR","210-379-3418","Licensed Center - School Age Program","Full Permit","2/12/2016","102","","1201379","","N","N","N","Y","37.328386689497","-121.825059903254"
"510090","668","Y School Age @ Foster Elementary","6718 PECAN VALLEY DR ","SAN ANTONIO","TX","78223","BEXAR","210-365-9053","Licensed Center - Before/After School Program","Full Permit","1/27/1995","134","carmenr@ymcasatx.org","137293","","N","N","Y","Y","27.6975673","-97.406282"
"208200","668","Y School Age @ Howard Elementary","7800 BROADWAY ST ","SAN ANTONIO","TX","78209","BEXAR","210-560-4620","Licensed Center - Before/After School Program","Full Permit","10/28/1985","68","","101099","","N","N","Y","Y","37.7964703","-122.4171936"
"1375107","668","Y School Age @ King Elementary","1001 CERALVO ST ","SAN ANTONIO","TX","78207","BEXAR","210-924-2277","Licensed Center - Before/After School Program","Full Permit","6/1/2012","102","kingysa@ymcasatx.org","940690","","N","N","N","Y","29.408128","-98.53758125"
"1029006","668","Y School Age @ Klein Elementary","2620 KLEIN WAY ","NEW BRAUNFELS","TX","78130","GUADALUPE","210-683-6620","Licensed Center - Before/After School Program","Full Permit","2/23/2010","70","","516548","","N","N","N","Y","29.6550375","-98.1120184654208"
"1547458","","Y School Age @ La Vernia","249 S FM 1346 ","LA VERNIA","TX","78121","WILSON","210-924-2277","Licensed Center - School Age Program","Full Permit","2/18/2015","75","childcare@ymcasatx.org","1155581","","N","N","N","Y","29.423067","-98.387967"
"862173","668","Y School Age @ Lone Star Elementary","2343 W SAN ANTONIO ST ","NEW BRAUNFELS","TX","78130","COMAL","210-286-8944","Licensed Center - School Age Program","Full Permit","2/7/2007","68","","298319","","N","N","Y","Y","29.6853534285714","-98.1443837142857"
"1375108","668","Y School Age @ Margil Elementary","1000 PEREZ ST ","SAN ANTONIO","TX","78207","BEXAR","210-924-2277","Licensed Center - Before/After School Program","Full Permit","11/30/2012","100","margilysa@ymcasatx.org","940691","","N","N","N","Y","29.43301","-98.513856"
"1375109","668","Y School Age @ Neal Elementary","3407 CAPITOL AVE ","SAN ANTONIO","TX","78201","BEXAR","210-924-2277","Licensed Center - Before/After School Program","Full Permit","5/11/2012","180","childcare@ymcasatx.org","940692","","N","N","N","Y","41.7613039","-72.7015958"
"1586838","668","Y School Age @ Ogden Elementary","2215 LEAL ST ","SAN ANTONIO","TX","78207","BEXAR","210-445-4951","Licensed Center - Before/After School Program","Full Permit","2/22/2016","120","","1201382","","N","N","N","Y","29.4363641428571","-98.536736"
"1555741","668","Y School Age @ Pershing Elementary","600 SANDMEYER ST ","SAN ANTONIO","TX","78208","BEXAR","210-313-2987","Licensed Center - Before/After School Program","Full Permit","7/2/2015","120","childcare@ymcasatx.org","1165878","","N","N","N","Y","29.440141","-98.4534241680806"
"1581460","668","Y School Age @ Sunshine Cottage","603 E HILDEBRAND AVE ","SAN ANTONIO","TX","78212","BEXAR","210-739-3185","Licensed Center - Before/After School Program","Full Permit","1/21/2016","51","","1195123","","N","N","Y","Y","29.46857565","-98.4815492673241"
"906454","668","Y School Age @ Wiederstein Elementary","171 BORGFIELD RD ","CIBOLO","TX","78108","BEXAR","210-269-3785","Licensed Center - Before/After School Program","Full Permit","8/25/2008","136","","367746","","N","N","N","Y","29.5770116","-98.2334833"
"1633613","668","Y School Age @ Woodlawn Hills","110 W QUILL DR ","SAN ANTONIO","TX","78228","BEXAR","210-379-3418","Licensed Center - School Age Program","Initial","9/2/2016","136","","1254786","","N","N","Y","Y","29.4664541836735","-98.5677230816327"
"1633463","668","Y School Age @KIPP","4343 W COMMERCE ST ","SAN ANTONIO","TX","78237","BEXAR","210-924-2277","Licensed Center - School Age Program","Initial","9/2/2016","90","","1254586","","N","N","N","Y","32.7748892","-96.8227611"
"1633345","668","Y School Age @Walnut Springs","1900 S WALNUT AVE ","NEW BRAUNFELS","TX","78130","COMAL","210-601-9031","Licensed Center - School Age Program","Initial","8/19/2016","80","","1254496","","N","N","N","Y","43.5167310310035","-85.7623012723316"
"235844","668","Y School Age Big Country Elementary","2250 PUE RD ","SAN ANTONIO","TX","78245","BEXAR","210-924-2277","Licensed Center - Before/After School Program","Full Permit","6/6/1988","100","carmenr@ymcasatx.org","104738","","N","N","Y","Y","29.4064574417612","-98.6982248042614"
"820662","668","Y School Age Castroville Elementary","1000 MADRID ST ","CASTROVILLE","TX","78009","MEDINA","210-365-9936","Licensed Center - Before/After School Program","Full Permit","3/3/2003","51","childcare@ymcasatx.org","212434","","N","N","Y","Y","37.714834","-122.438"
"862866","668","Y School Age Cibolo Creek","300 HERFF RANCH BLVD ","BOERNE","TX","78006","KENDALL","830-446-9131","Licensed Center - Before/After School Program","Full Permit","2/22/2007","100","abbyn@ymcasatx.org","299590","","N","N","N","Y","29.78325995","-98.6978010509138"
"552446","668","Y School Age Fair Oaks Ranch Elementary","29085 RALPH FAIR RD ","BOERNE","TX","78015","BEXAR","210-698-8757","Licensed Center - Before/After School Program","Full Permit","2/22/2001","100","abbyn@ymcasatx.org","168017","","N","N","N","Y","29.7290395","-98.6244628550481"
"232384","668","Y School Age Graebner Elementary","530 HOOVER AVE ","SAN ANTONIO","TX","78225","BEXAR","210-365-9419","Licensed Center - Before/After School Program","Full Permit","3/10/1988","130","childcare@ymcasatx.org","104100","","N","N","Y","Y","35.233406","-96.6761443091533"
"830972","668","Y School Age Green Valley Elementary","1694 GREEN VALLEY RD ","CIBOLO","TX","78108","GUADALUPE","210-566-5377","Licensed Center - Before/After School Program","Full Permit","2/11/2004","150","","232388","","N","N","N","Y","39.1894832531266","-86.2707342834995"
"512754","668","Y School Age Hawthorne Elementary","115 W JOSEPHINE ST ","SAN ANTONIO","TX","78212","BEXAR","210-365-1207","Licensed Center - Before/After School Program","Full Permit","6/12/1995","196","elisaf@ymcasatx.org","139224","","N","N","Y","Y","29.447184","-98.486098"
"1359466","668","Y School Age Kendall Elementary","141 OLD SAN ANTONIO RD ","BOERNE","TX","78006","KENDALL","830-431-3213","Licensed Center - Before/After School Program","Full Permit","8/22/2011","100","pedroo@ymcasatx.org","922502","","N","N","N","Y","30.048940802315","-97.5460956535863"
"538444","668","Y School Age Kriewald","10355 KRIEWALD RD ","SAN ANTONIO","TX","78245","BEXAR","210-924-2277","Licensed Center - Before/After School Program","Full Permit","2/2/1999","60","childcare@ymcasatx.org","157109","","N","N","Y","Y","29.386779","-98.6965429"
"830968","668","Y School Age Paschal Elementary","590 SAVANNAH DR ","SCHERTZ","TX","78154","GUADALUPE","210-566-3357","Licensed Center - Before/After School Program","Full Permit","2/11/2004","102","","232375","","N","N","N","Y","37.2944972","-79.8868183"
"854309","","Y School Age Potranco Elementary","190 COUNTY ROAD 381 S ","SAN ANTONIO","TX","78253","MEDINA","210-365-9849","Licensed Center - Before/After School Program","Full Permit","5/30/2006","68","childcare@ymcasatx.org","283052","","N","N","Y","Y","34.8137846268652","-85.779637067977"
"830971","668","Y School Age Rosegarden Elementary","506 NORTH BLVD ","UNIVERSAL CITY","TX","78148","BEXAR","210-566-5542","Licensed Center - Before/After School Program","Full Permit","2/26/2004","51","","232387","","N","N","N","Y","43.5010875","-112.03354375"
"402861","668","Y School Age Schertz Elementary","701 CURTISS ST ","SCHERTZ","TX","78154","GUADALUPE","210-326-4974","Licensed Center - Before/After School Program","Full Permit","3/18/1991","102","","117733","","N","N","N","Y","41.794591","-88.003967"
"905230","668","Y School Age Sippel Elementary","420 FAIRLAWN AVE ","SCHERTZ","TX","78108","GUADALUPE","210-445-3967","Licensed Center - Before/After School Program","Full Permit","2/19/2009","120","","366544","","N","N","N","Y","41.153608","-73.2244347"
"545185","668","Y School Age Watts Elementary","100 DEER MDW ","CIBOLO","TX","78108","GUADALUPE","210-924-2277","Licensed Center - Before/After School Program","Full Permit","3/8/2000","119","","162440","","N","N","N","Y","0","0"
"206476","5351","Y-Bell Prime Time","1409 E HANKERSON ST ","TYLER","TX","75701","SMITH","903-592-5529","Licensed Center - Before/After School Program","Full Permit","11/20/1985","25","","100938","","N","N","Y","Y","0","0"
"417436","5351","Y-Birdwell Prime Time","2010 S TALLEY AVE ","TYLER","TX","75701","SMITH","903-597-5466","Licensed Center - School Age Program","Full Permit","4/1/1993","60","","127826","","N","N","Y","Y","32.3279162857143","-95.3106811428571"
"250133","5351","Y-Cain Prime Time","801 HWY 110 S ","WHITEHOUSE","TX","75791","SMITH","903-312-6176","Licensed Center - Before/After School Program","Full Permit","5/8/1990","45","","108924","","N","N","Y","Y","54.4066304","-113.8399852"
"1028386","5351","Y-Jackson Prime Time","16406 F M 2767 ","TYLER","TX","75765","SMITH","903-593-7327","Licensed Center - Before/After School Program","Full Permit","2/4/2010","35","","515828","","N","N","Y","Y","0","0"
"1202666","5351","Y-Jones Prime Time","3450 CHANDLER HWY ","TYLER","TX","75702","SMITH","903-593-7327","Licensed Center - Before/After School Program","Full Permit","9/23/2010","35","ddavis@tylerymca.org","730749","","N","N","Y","Y","32.3457242","-95.3381431"
"523818","5351","Y-Kissam Prime Time","12800 STATE HIGHWAY 64 E ","TYLER","TX","75707","SMITH","903-521-1229","Licensed Center - Before/After School Program","Full Permit","4/10/1999","65","ddavis@tylerymca.org","147433","","N","N","Y","Y","0","0"
"906789","5351","Y-Peete Prime Time","1511 BELLWOOD RD ","TYLER","TX","75701","SMITH","903-593-7327","Licensed Center - Before/After School Program","Full Permit","4/9/2009","30","","368060","","N","N","Y","Y","57.076954","-2.7677713"
"173481","5351","Y-The Learning Center & Schoolers","225 S VINE AVE ","TYLER","TX","75702","SMITH","903-593-7327","Licensed Center - Child Care Program","Full Permit","10/10/1985","136","ddavis@tylerymca.org","98606","","N","Y","Y","Y","32.3488556585366","-95.3071440243903"
"823626","5351","Y-Whitehouse Schoolers","301 TERRY ","WHITEHOUSE","TX","75791","SMITH","903-839-9622","Licensed Center - School Age Program","Full Permit","10/8/2003","60","ddavis@tylerymca.org","217783","","N","N","Y","Y","32.228152","-95.221541"
"206477","5351","Y-Woods Prime Time","3131 FRY AVE ","TYLER","TX","75701","SMITH","903-593-7327","Licensed Center - School Age Program","Full Permit","11/20/1985","70","ddavis@tylerymca.org","100939","","N","N","Y","Y","32.3157688703776","-95.2899266232527"
"851713","2729","YMCA  After-School @ Cooper Elementary","18665 IMPERIAL VALLEY DR ","HOUSTON","TX","77073","HARRIS","832-986-2145","Licensed Center - School Age Program","Full Permit","1/23/2006","35","stephanie.edwards@ymcahouston.org","277563","","N","N","N","Y","29.9503186","-95.3992826"
"1023126","","YMCA  Afterschool @ Wilson Montessori","2100 YUPON ST ","HOUSTON","TX","77006","HARRIS","713-659-8501","Licensed Center - School Age Program","Full Permit","7/19/2010","113","","510148","","N","N","Y","Y","29.747743","-95.398677"
"1507782","","YMCA  Haley Elementary","3601 CHEYENNE ST ","IRVING","TX","75062","DALLAS","469-348-9622","Licensed Center - Before/After School Program","Full Permit","6/11/2013","60","south@ymcadallas.org","1102948","","N","N","N","Y","42.3829128","-83.1738166"
"1538408","","YMCA - Edna Learning Center","2128 EDNA AVE ","WACO","TX","76708","MCLENNAN","254-753-0197","Licensed Center - Child Care Program","Full Permit","12/19/2014","150","","1143222","","N","Y","Y","Y","39.355303","-76.5548019"
"1235208","","YMCA @ Atascocita Springs Elem.","13515 VALLEY LODGE PKWY ","HUMBLE","TX","77346","HARRIS","713-204-2301","Licensed Center - School Age Program","Full Permit","4/28/2011","60","Ginger.Ulloa@ymcahouston.org","768508","","N","N","N","Y","29.96530715","-95.1844911324917"
"402881","2729","YMCA @ B. B. Rice","904 GLADSTELL RD ","CONROE","TX","77304","MONTGOMERY","936-756-9345","Licensed Center - School Age Program","Full Permit","4/30/1991","60","rebecca.albert@ymcahouston.org","117747","","N","N","N","Y","30.2955689","-95.453658"
"1548104","","YMCA @ Bay Colony Elementary","101 BAY COLONY ELEMENTARY DR ","DICKINSON","TX","77539","GALVESTON","281-338-9622","Licensed Center - Before/After School Program","Full Permit","3/16/2015","30","","1156350","","N","N","N","Y","29.4549945","-95.0946039"
"502541","2729","YMCA @ Bear Branch Elementary","3500 GARDEN LAKE DR ","KINGWOOD","TX","77339","HARRIS","281-360-2500","Licensed Center - School Age Program","Full Permit","1/27/1994","60","jasmine.charles@ymcahouston.org","132059","","N","N","N","Y","30.05749115","-95.2034221509367"
"1548113","","YMCA @ Browning Elementary","607 NORTHWOOD ST ","HOUSTON","TX","77009","HARRIS","713-697-0648","Licensed Center - Before/After School Program","Full Permit","4/9/2015","73","","1156364","","N","N","Y","Y","34.0200687217934","-81.0540412881897"
"851709","","YMCA @ Burchett Elementary","3366 JAMES C LEO DR ","SPRING","TX","77373","HARRIS","281-469-1481","Licensed Center - School Age Program","Full Permit","2/22/2006","30","","277557","","N","N","N","Y","30.06697945","-95.3643120709348"
"1359127","","YMCA @ Cannan Elementary","7369 COUNTY LINE RD ","WILLIS","TX","77378","MONTGOMERY","936-441-9622","Licensed Center - School Age Program","Full Permit","3/6/2012","30","van.jordan@ymcahouston.org","922048","","N","N","N","Y","41.5584141","-88.2557375"
"1359206","","YMCA @ CC Hardy Elementary","701 GERALD ST ","WILLIS","TX","77378","MONTGOMERY","936-441-9622","Licensed Center - School Age Program","Full Permit","3/7/2012","30","Van.Jordan@ymcahouston.org","922188","","N","N","Y","Y","40.97207","-74.087252"
"502542","2729","YMCA @ Deerwood Elementary","2920 FOREST GARDEN DR ","KINGWOOD","TX","77345","HARRIS","281-360-2500","Licensed Center - School Age Program","Full Permit","1/25/1994","60","carmen.cossio@ymcahouston.org","132060","","N","N","N","Y","30.0562343","-95.1728041180142"
"1632857","","YMCA @ Drew Elementary","223 RED OAK AVE ","CROSBY","TX","77532","HARRIS","281-360-2500","Licensed Center - School Age Program","Initial","10/7/2016","68","","1253891","","N","N","N","Y","35.9710619026005","-78.9100982897239"
"1548063","","YMCA @ Eduardo Mata Elementary","7420 LA VISTA DR ","DALLAS","TX","75214","DALLAS","469-348-9622","Licensed Center - Before/After School Program","Full Permit","4/20/2015","125","","1156284","","N","N","N","Y","37.2766689","-121.8296275"
"1598916","","YMCA @ Elliott Elementary","1900 S STORY RD ","IRVING","TX","75060","DALLAS","469-348-9622","Licensed Center - Before/After School Program","Full Permit","6/13/2016","60","","1214580","","N","N","N","Y","32.79045955","-96.9755795778808"
"827657","2729","YMCA @ Elm Grove After School Program","2815 CLEAR RIDGE DR ","KINGWOOD","TX","77339","HARRIS","281-360-2500","Licensed Center - School Age Program","Full Permit","1/10/2001","60","jasmine.charles@ymcahouston.org","225516","","N","N","N","Y","30.0746867","-95.1979935478226"
"419373","2729","YMCA @ FOSTER ELEMENTARY","1800 TRAILWOOD VILLAGE DR ","KINGWOOD","TX","77339","HARRIS","281-546-3341","Licensed Center - School Age Program","Full Permit","9/7/1993","60","jasmine.charles@ymcahouston.org","129482","","N","N","N","Y","30.0425258","-95.2235671004514"
"1363366","806","YMCA @ GHW Bush Elementary","3939 SPRING VALLEY RD ","ADDISON","TX","75001","DALLAS","469-348-9622","Licensed Center - Before/After School Program","Full Permit","2/24/2012","60","south@ymcadallas.org","926688","","N","N","Y","Y","32.9398231","-96.7626689"
"511964","2729","YMCA @ GIESINGER ELEMENTARY","2323 WHITE OAK BLVD ","CONROE","TX","77304","MONTGOMERY","936-756-9345","Licensed Center - School Age Program","Full Permit","6/7/1995","80","Van.Jordan@ymcahouston.org","138620","","N","N","N","Y","43.6485821","-79.5144784"
"502540","2729","YMCA @ GREENTREE ELEMENTARY","3502 BROOK SHADOW DR ","KINGWOOD","TX","77345","HARRIS","281-360-2500","Licensed Center - School Age Program","Full Permit","2/7/1994","60","jasmine.charles@ymcahouston.org","132058","","N","N","N","Y","30.06240475","-95.1844488191604"
"1492746","","YMCA @ Hampton Preparatory","8915 S HAMPTON RD ","DALLAS","TX","75232","DALLAS","214-415-7326","Licensed Center - Before/After School Program","Full Permit","2/1/2013","90","south@ymcadallas.org","1084948","","N","N","N","Y","32.744853","-96.8568919"
"1635168","","YMCA @ Hanby Elementary","912 CASCADE ST ","MESQUITE","TX","75149","DALLAS","469-348-9622","Licensed Center - Before/After School Program","Initial","11/21/2016","50","","1256460","","N","N","Y","Y","32.77475165","-96.6103262996937"
"502546","2729","YMCA @ Hidden Hollow Elementary","4104 APPALACHIAN TRL ","KINGWOOD","TX","77345","HARRIS","281-360-2500","Licensed Center - School Age Program","Full Permit","2/7/1994","60","carmen.cossio@ymcahouston.org","132064","","N","N","N","Y","43.199326","-79.9137486"
"1547922","","YMCA @ Hosp Elementary","5050 LONE STAR RANCH PKWY ","FRISCO","TX","75034","DENTON","469-348-9622","Licensed Center - Before/After School Program","Full Permit","2/4/2015","30","north@ymcadallas.org","1156065","","N","N","N","Y","33.1204412","-96.883335"
"517311","2729","YMCA @ HUMBLE ELEMENTARY","20252 FIELDTREE DR ","HUMBLE","TX","77338","HARRIS","281-360-2500","Licensed Center - School Age Program","Full Permit","2/1/1996","60","kevin.granderson@ymcahouston.org","142533","","N","N","N","Y","30.0116906","-95.272999965191"
"1547435","","YMCA @ Jane E. Stewart Elementary","680 FISH CREEK THOROUGHFARE ","MONTGOMERY","TX","77316","MONTGOMERY","936-756-9345","Licensed Center - School Age Program","Full Permit","2/12/2015","24","rebecca.albert@ymcahouston.org","1155521","","N","N","N","Y","30.279049","-95.5715369"
"908828","","YMCA @ Jones Elementary","7903 FOREST POINT DR ","HUMBLE","TX","77338","HARRIS","281-444-3550","Licensed Center - School Age Program","Full Permit","4/23/2009","60","","370120","","N","N","N","Y","30.01311005","-95.3061889119219"
"1635820","","YMCA @ Junkins Elementary","2808 RUNNING DUKE DR ","CARROLLTON","TX","75006","DALLAS","469-348-9622","Licensed Center - Before/After School Program","Initial","12/2/2016","81","","1257206","","N","N","N","Y","32.9737613","-96.8568222636966"
"417043","2729","YMCA @ Lakeland Elementary","1500 MONTGOMERY LN ","HUMBLE","TX","77338","HARRIS","281-360-2500","Licensed Center - School Age Program","Full Permit","2/18/1993","60","kevin.granderson@ymcahouston.org","127488","","N","N","N","Y","29.98986195","-95.2526743707675"
"1040526","2729","YMCA @ Lakeshore Elementary","13333 BREAKWATER PATH DR ","HOUSTON","TX","77044","HARRIS","281-360-2500","Licensed Center - School Age Program","Full Permit","5/17/2010","100","Ginger.Ulloa@ymcahouston.org","530248","","N","N","N","Y","29.9628082","-95.1705153569726"
"1548456","","YMCA @ Lee Elementary","8808 CHAPARRAL WATERS WAY ","COPPELL","TX","75019","DENTON","469-510-6667","Licensed Center - Before/After School Program","Full Permit","1/23/2015","102","north@ymcadallas.org","1156900","","N","N","N","Y","0","0"
"416170","2729","YMCA @ Magrill Elementary","21701 RAYFORD RD ","HUMBLE","TX","77338","HARRIS","281-765-7736","Licensed Center - School Age Program","Full Permit","2/10/1993","60","","126737","","N","N","Y","Y","30.02350825","-95.3633029911495"
"1635146","","YMCA @ McClatchey Elementary","6631 SHILOH RD ","MIDLOTHIAN","TX","76065","ELLIS","469-348-9622","Licensed Center - Before/After School Program","Initial","11/14/2016","60","","1256436","","N","N","Y","Y","32.853268","-96.6658959"
"1359166","","YMCA @ Meador Elementary","10020 FM 830 RD ","WILLIS","TX","77318","MONTGOMERY","936-441-9622","Licensed Center - School Age Program","Full Permit","3/7/2012","60","van.jordan@ymcahouston.org","922128","","N","N","N","Y","30.399479376569","-95.5165802426778"
"416171","2729","YMCA @ MEYER ELEMENTARY","16330 FOREST WAY DR ","HOUSTON","TX","77090","HARRIS","281-469-1481","Licensed Center - School Age Program","Full Permit","2/19/1993","60","stephanie.edwards@ymcahouston.org","126738","","N","N","Y","Y","30.0059077","-95.4344780554359"
"1632944","","YMCA @ Newport Elementary","430 N DIAMONDHEAD BLVD ","CROSBY","TX","77532","HARRIS","281-360-2500","Licensed Center - School Age Program","Initial","10/4/2016","68","","1254008","","N","N","N","Y","29.9395501103151","-95.0820402618635"
"1363246","","YMCA @ Peak Preparatory","1474 ANNEX AVE ","DALLAS","TX","75204","DALLAS","469-348-9622","Licensed Center - Before/After School Program","Full Permit","5/25/2012","45","south@ymcadallas.org","926508","","N","N","N","Y","32.8020875102041","-96.7767708367347"
"936106","2729","YMCA @ River Pines Elementary","2400 COLD RIVER DR ","HUMBLE","TX","77396","HARRIS","281-458-7777","Licensed Center - School Age Program","Full Permit","5/15/2009","62","kevin.granderson@ymcahouston.org","403969","","N","N","N","Y","29.9701701","-95.2434144717254"
"1606498","","YMCA @ Robert Lee Elementary","2911 DELMAR AVE ","DALLAS","TX","75206","DALLAS","469-348-9622","Licensed Center - Before/After School Program","Full Permit","6/21/2016","45","","1222002","","N","N","N","Y","51.7485943","-0.4234962"
"524060","2729","YMCA @ Shadow Forest Elementary","2300 MILLS BRANCH DR ","KINGWOOD","TX","77345","HARRIS","281-360-2500","Licensed Center - School Age Program","Full Permit","2/5/1997","60","carmen.cossio@ymcahouston.org","147621","","N","N","N","Y","30.0692701","-95.1652801912206"
"820791","2729","YMCA @ Sneed Elementary","9855 PAGEWOOD LN ","HOUSTON","TX","77042","HARRIS","281-495-9100","Licensed Center - School Age Program","Full Permit","3/18/2003","60","","212637","","N","N","N","Y","29.72509665","-95.5439013138218"
"1635036","","YMCA @ Solar Prep","2617 N HENDERSON AVE ","DALLAS","TX","75206","DALLAS","469-348-9622","Licensed Center - Before/After School Program","Initial","11/22/2016","100","","1256349","","N","N","Y","Y","32.8162622","-96.7816200058219"
"1581357","","YMCA @ St. Paul Apostle School","720 S FLOYD RD ","RICHARDSON","TX","75080","DALLAS","469-348-9622","Licensed Center - Before/After School Program","Renewed Initial","5/16/2016","60","","1195024","","N","N","N","Y","32.94347045","-96.7443956268874"
"1522688","","YMCA @ Stonewall Jackson Elementary","5828 E MOCKINGBIRD LN ","DALLAS","TX","75206","DALLAS","469-348-9622","Licensed Center - Before/After School Program","Full Permit","4/22/2014","175","south@ymcadallas.org","1121061","","N","N","N","Y","32.852933","-96.7197639"
"840802","2729","YMCA @ Summerwood Elementary","13830 W LAKE HOUSTON PKWY ","HOUSTON","TX","77044","HARRIS","281-360-2500","Licensed Center - School Age Program","Full Permit","6/1/2005","129","Desmond.Valsin@ymcahouston.org","254133","","N","N","N","Y","29.9520409","-95.1744435"
"1587916","","YMCA @ Weber Elementary","11955 BLACKHAWK BLVD ","HOUSTON","TX","77089","HARRIS","281-338-9622","Licensed Center - School Age Program","Full Permit","2/12/2016","75","","1202520","","N","N","N","Y","29.527454","-95.1736137"
"510015","2729","YMCA @ WILLOW CREEK ELEM","2002 WILLOW TERRACE DR ","KINGWOOD","TX","77345","HARRIS","281-360-2500","Licensed Center - School Age Program","Full Permit","1/11/1995","51","carmen.cossio@ymcahouston.org","137234","","N","N","N","Y","30.05217155","-95.1519938655959"
"862592","","YMCA @ Winship Elementary","2175 SPRING CREEK DR ","SPRING","TX","77373","HARRIS","281-469-1481","Licensed Center - School Age Program","Full Permit","2/5/2007","51","","299007","","N","N","N","Y","36.019251","-78.8465478"
"1635171","","YMCA @ Withers Elementary","3959 NORTHAVEN RD ","DALLAS","TX","75229","DALLAS","469-348-9622","Licensed Center - Before/After School Program","Initial","11/22/2016","100","","1256463","","N","N","Y","Y","32.9032527","-96.8458819998535"
"510016","2729","YMCA @ Woodland Hills Elementary","2222 TREE LN ","KINGWOOD","TX","77339","HARRIS","281-360-2500","Licensed Center - School Age Program","Full Permit","1/19/1995","60","jasmine.charles@ymcahouston.org","137235","","N","N","N","Y","51.7306915","-1.2307612"
"404770","2729","YMCA After School @ Gregory Lincoln","1101 TAFT ST ","HOUSTON","TX","77019","HARRIS","713-758-9207","Licensed Center - School Age Program","Full Permit","5/23/1991","118","alexander.oveal@ymcahouston.org","118741","","N","N","Y","Y","37.4679199485294","-122.240702735294"
"1499689","","YMCA After School @ Pine Shadows","9900 NEUENS RD ","HOUSTON","TX","77080","HARRIS","713-467-9622","Licensed Center - School Age Program","Full Permit","6/4/2013","60","tammy.fyfe@ymcahouston.org","1093717","","N","N","N","Y","29.8071549","-95.5381733425413"
"1358846","","YMCA After School @ Sherwood Elementary","1700 SHERWOOD FOREST ST ","HOUSTON","TX","77043","HARRIS","713-467-9622","Licensed Center - Before/After School Program","Full Permit","3/15/2012","120","tammy.fyfe@ymcahouston.org","921728","","N","N","N","Y","29.7980408","-95.5788412230904"
"1500784","","YMCA After School at Stevenson Primary","4715 MUSTANG RD ","ALVIN","TX","77511","BRAZORIA","832-385-4309","Licensed Center - School Age Program","Full Permit","3/25/2013","70","emma.jensen@ymcahouston.org","1095003","","N","N","N","Y","42.6501243","-71.4502738"
"1496280","","YMCA After School Childcare at Desert Hills Elementary Schoo","300 N KENAZO AVE ","HORIZON CITY","TX","79928","EL PASO","915-591-3321","Licensed Center - Before/After School Program","Full Permit","3/25/2013","40","julie.berry@elpasoymca.org","1089298","","N","N","N","Y","31.607267","-106.0112079"
